SQ1,SQ4,Q3,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q9_1,Q9_2,Q9_3,Q9_4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q20_1,Q20_2,Q20_3,Q20_4,ai_task_count,gender,rank_code,career_code
50대,중앙행정기관,0,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,0,1,3,3
40대,중앙행정기관,1,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0,1,3,2
50대,광역지방자치단체,0,,,,,,,,,,4.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,1.0,0,1,6,5
30대,중앙행정기관,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,0,1,2,1
20대,광역지방자치단체,1,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,0,0,1,1
30대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,0,1,3,2
30대,기초지방자치단체,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,0,1,2,3
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,0,1,3,3
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,0,1,4,3
40대,중앙행정기관,0,,,,,,,,,,1.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,0,1,6,3
20대,광역지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,0,1,3,1
30대,기초지방자치단체,0,,,,,,,,,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0,0,2,2
40대,광역지방자치단체,1,2.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,1.0,2.0,0,0,3,4
30대,중앙행정기관,0,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,0,0,3,1
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,0,0,3,4
60대 이상,중앙행정기관,0,,,,,,,,,,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0,1,1,4
50대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,0,1,3,3
30대,기초지방자치단체,0,,,,,,,,,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,0,0,3,2
50대,중앙행정기관,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,0,1,4,3
20대,기초지방자치단체,0,,,,,,,,,,4.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,0,0,1,1
30대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,4.0,0,1,3,3
50대,광역지방자치단체,0,,,,,,,,,,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0,1,5,4
30대,광역지방자치단체,0,,,,,,,,,,5.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,0,0,3,3
40대,중앙행정기관,0,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,0,0,3,3
40대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,0,0,4,3
30대,기초지방자치단체,1,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,2,2
20대,광역지방자치단체,1,1.0,3.0,4.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,0,1,2,1
30대,기초지방자치단체,0,,,,,,,,,,1.0,1.0,3.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,0,1,1,1
30대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0,1,2,1
30대,기초지방자치단체,1,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,0,1,2,1
50대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,0,1,4,4
40대,광역지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0,1,3,3
30대,중앙행정기관,1,5.0,5.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,0,1,2,1
40대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,0,0,3,3
30대,기초지방자치단체,0,,,,,,,,,,2.0,1.0,2.0,2.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,0,0,2,1
60대 이상,광역지방자치단체,0,,,,,,,,,,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,0,0,2,4
40대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,0,0,3,3
40대,중앙행정기관,1,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0,1,4,4
40대,기초지방자치단체,1,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,0,1,3,2
30대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0,0,1,3,2
50대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,5,5
40대,중앙행정기관,0,,,,,,,,,,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,0,0,4,4
30대,중앙행정기관,1,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,0,1,1,3
40대,중앙행정기관,1,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,3,3
40대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,0,0,3,2
30대,중앙행정기관,1,2.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,0,0,1,1
30대,기초지방자치단체,0,,,,,,,,,,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,0,1,2,1
50대,기초지방자치단체,1,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,0,1,4,4
20대,광역지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,0,1,1,1
40대,중앙행정기관,0,,,,,,,,,,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0,1,3,3
30대,중앙행정기관,0,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,0,0,3,3
30대,중앙행정기관,0,,,,,,,,,,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,0,1,5,1
50대,기초지방자치단체,0,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,0,0,4,4
30대,중앙행정기관,0,,,,,,,,,,2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,0,1,2,2
50대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,0,1,5,5
50대,중앙행정기관,0,,,,,,,,,,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,0,1,4,4
50대,중앙행정기관,0,,,,,,,,,,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,1.0,0,1,6,4
20대,중앙행정기관,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,0,0,3,2
30대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,0,1,5,3
30대,중앙행정기관,1,5.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,3,3
30대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,0,0,3,3
40대,중앙행정기관,1,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,0,1,6,4
20대,중앙행정기관,1,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0,0,1,1
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,0,1,3,3
30대,기초지방자치단체,0,,,,,,,,,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,0,0,3,2
30대,기초지방자치단체,1,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,0,1,1,1
30대,중앙행정기관,0,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,0,1,3,3
40대,중앙행정기관,0,,,,,,,,,,2.0,1.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,0,1,3,3
30대,기초지방자치단체,0,,,,,,,,,,3.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,0,0,2,1
30대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,0,0,4,3
40대,기초지방자치단체,0,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,0,1,3,2
20대,기초지방자치단체,0,,,,,,,,,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,0,1,3,1
30대,기초지방자치단체,0,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,0,1,2,1
40대,광역지방자치단체,0,,,,,,,,,,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,0,1,4,3
30대,중앙행정기관,1,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,0,1,1,1
50대,광역지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,0,1,3,3
30대,중앙행정기관,0,,,,,,,,,,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,0,1,3,2
40대,중앙행정기관,1,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,0,1,4,4
30대,중앙행정기관,0,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,0,0,2,1
40대,중앙행정기관,0,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0,1,2,2
50대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,1,1
30대,광역지방자치단체,1,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,0,0,3,2
50대,중앙행정기관,0,,,,,,,,,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0,1,4,5
30대,중앙행정기관,0,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0,0,3,1
30대,광역지방자치단체,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,0,1,2,1
50대,중앙행정기관,0,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,0,1,4,4
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,0,1,4,3
50대,중앙행정기관,0,,,,,,,,,,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,0,1,4,4
50대,중앙행정기관,0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,0,0,5,4
50대,중앙행정기관,0,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,0,1,5,4
40대,중앙행정기관,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,0,0,1,1
40대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,0,1,3,3
40대,중앙행정기관,0,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,0,1,4,3
30대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0,1,1,1
50대,광역지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,0,1,3,3
50대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,0,1,3,4
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,0,1,3,3
40대,기초지방자치단체,0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,0,1,1,1
40대,광역지방자치단체,1,5.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,0,0,4,3
40대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,0,1,3,3
40대,중앙행정기관,1,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,0,1,2,2
50대,광역지방자치단체,1,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,0,1,4,3
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,0,1,1,1
30대,광역지방자치단체,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0,0,1,1
30대,기초지방자치단체,0,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,0,0,2,1
30대,광역지방자치단체,0,,,,,,,,,,2.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,0,0,3,3
40대,중앙행정기관,0,,,,,,,,,,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,0,0,2,3
40대,중앙행정기관,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,0,1,4,4
30대,중앙행정기관,0,,,,,,,,,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,0,0,3,1
40대,광역지방자치단체,1,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,3,3
30대,중앙행정기관,0,,,,,,,,,,1.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,0,1,2,2
30대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0,0,2,1
40대,광역지방자치단체,0,,,,,,,,,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,4,3
40대,중앙행정기관,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,0,0,4,3
50대,중앙행정기관,1,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,0,1,5,4
30대,기초지방자치단체,1,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0,1,2,1
30대,중앙행정기관,0,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,0,1,3,3
40대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,0,1,4,3
30대,기초지방자치단체,0,,,,,,,,,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,0,1,3,2
20대,기초지방자치단체,0,,,,,,,,,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0,0,2,1
30대,광역지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,0,1,3,2
50대,광역지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,0,1,5,4
30대,중앙행정기관,0,,,,,,,,,,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0,0,3,3
30대,중앙행정기관,1,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,0,1,1,1
30대,중앙행정기관,0,,,,,,,,,,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,0,0,3,2
30대,중앙행정기관,0,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,0,1,2,1
30대,기초지방자치단체,0,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,0,1,3,2
50대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,0,1,4,4
40대,중앙행정기관,0,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,0,1,7,4
30대,중앙행정기관,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0,1,1,1
40대,중앙행정기관,0,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,0,1,4,3
50대,중앙행정기관,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,0,0,3,4
30대,중앙행정기관,0,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,0,1,2,2
50대,광역지방자치단체,0,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,0,1,5,4
50대,기초지방자치단체,1,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0,1,3,3
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,0,1,4,3
40대,중앙행정기관,0,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,0,1,2,2
40대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,0,1,3,3
30대,기초지방자치단체,0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,0,1,3,2
30대,기초지방자치단체,1,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,0,1,1,1
30대,중앙행정기관,0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0,1,3,3
40대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0,1,3,3
30대,중앙행정기관,0,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,0,1,2,2
40대,광역지방자치단체,1,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,5,3
30대,중앙행정기관,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0,0,3,2
30대,기초지방자치단체,0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,0,0,2,2
40대,중앙행정기관,0,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,0,0,4,3
20대,기초지방자치단체,1,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,0,0,1,1
30대,중앙행정기관,1,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0,1,3,1
40대,중앙행정기관,0,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,0,1,3,3
40대,중앙행정기관,0,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,3.0,0,1,4,4
40대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,0,0,4,3
50대,중앙행정기관,0,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,0,1,6,4
40대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0,0,4,4
50대,광역지방자치단체,0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,0,1,3,3
30대,기초지방자치단체,1,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,3,2
40대,광역지방자치단체,1,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,0,1,4,3
20대,기초지방자치단체,0,,,,,,,,,,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,0,0,2,1
40대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,0,0,3,3
20대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,0,0,2,1
40대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,2.0,0,0,2,1
30대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,1,2,1
30대,기초지방자치단체,1,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,0,1,3,2
30대,기초지방자치단체,0,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,1,3,2
50대,중앙행정기관,1,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,0,1,5,4
30대,기초지방자치단체,0,,,,,,,,,,4.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,0,0,2,1
40대,중앙행정기관,1,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,0,1,3,2
40대,기초지방자치단체,1,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0,1,4,3
30대,기초지방자치단체,1,4.0,5.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,0,0,2,2
30대,기초지방자치단체,0,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,0,1,3,2
